emotion,original_text,text_tokens,preprocessed_text
happiness,"All he 'd glimpsed through the window was Matta playing solitaire of some kind , so why had the man taken such delight in terrifying him ? ","['glimpsed', 'window', 'matta', 'playing', 'solitaire', 'kind', 'man', 'taken', 'delight', 'terrifying']",glimpsed window matta playing solitaire kind man taken delight terrifying
happiness,"But do I take delight in pushing you down , making you worse ? ","['take', 'delight', 'pushing', 'making', 'worse']",take delight pushing making worse
happiness,Todd showed delight in simple songs and reverence when invited to pray . ,"['todd', 'showed', 'delight', 'simple', 'song', 'reverence', 'invited', 'pray']",todd showed delight simple song reverence invited pray
happiness,"` But my chairman and vice-chairman have given me another year 's contract , and I 'm absolutely delighted to be staying at Nottingham Forest . ","['chairman', 'vicechairman', 'given', 'another', 'year', 'contract', 'absolutely', 'delighted', 'staying', 'nottingham', 'forest']",chairman vicechairman given another year contract absolutely delighted staying nottingham forest
happiness,"I 'm absolutely delighted that we achieved what we set out to do at the beginning of the week , which was to ensure that the Ryder Cup stayed on this side of the Atlantic . ","['absolutely', 'delighted', 'achieved', 'set', 'beginning', 'week', 'ensure', 'ryder', 'cup', 'stayed', 'side', 'atlantic']",absolutely delighted achieved set beginning week ensure ryder cup stayed side atlantic
happiness,"Highly delighted with the transaction , we made our way back to Althorp Street , wondering how we were to break the news to Mrs Sugden . ","['highly', 'delighted', 'transaction', 'made', 'way', 'back', 'althorp', 'street', 'wondering', 'break', 'news', 'sugden']",highly delighted transaction made way back althorp street wondering break news sugden
happiness,"Both Mr Souness and Jim Smith , the Portsmouth manager , emphasised how delighted they were with the overall quality of yesterday 's tie . ","['souness', 'jim', 'smith', 'portsmouth', 'manager', 'emphasised', 'delighted', 'overall', 'quality', 'yesterday', 'tie']",souness jim smith portsmouth manager emphasised delighted overall quality yesterday tie
happiness,"She was on her feet taking his hand , smiling at him , telling him how delighted she was to meet him . ","['foot', 'taking', 'hand', 'smiling', 'telling', 'delighted', 'meet']",foot taking hand smiling telling delighted meet
happiness,Sir : I am writing to say how delighted I am with your magazine ! ,"['sir', 'writing', 'say', 'delighted', 'magazine']",sir writing say delighted magazine
happiness,"Mr Mitterrand appears so delighted with the ultra-courteous Edouard Balladur , that some Socialists wonder whether he has at last found the prime minister of his dreams . ","['mitterrand', 'appears', 'delighted', 'ultracourteous', 'edouard', 'balladur', 'socialist', 'wonder', 'whether', 'last', 'found', 'prime', 'minister', 'dream']",mitterrand appears delighted ultracourteous edouard balladur socialist wonder whether last found prime minister dream
happiness,"I was responsible for Community Programme for the last 18 months of its life , so I 'm delighted to be involved in introducing Community Action . ","['responsible', 'community', 'programme', 'last', 'month', 'life', 'delighted', 'involved', 'introducing', 'community', 'action']",responsible community programme last month life delighted involved introducing community action
happiness,So we 're delighted to bring our conference to support our members in Portsmouth . ,"['delighted', 'bring', 'conference', 'support', 'member', 'portsmouth']",delighted bring conference support member portsmouth
happiness,"The Buenos Aires flight was delayed and the plane horribly hot , but this did n't upset the passengers who seemed delighted to be going home . ","['buenos', 'aire', 'flight', 'delayed', 'plane', 'horribly', 'hot', 'upset', 'passenger', 'seemed', 'delighted', 'going', 'home']",buenos aire flight delayed plane horribly hot upset passenger seemed delighted going home
happiness,The proprietress seemed delighted to see them . ,"['proprietress', 'seemed', 'delighted', 'see']",proprietress seemed delighted see
happiness,"For the watching world , she smiled and laughed , seeming perfectly delighted with her husband and newfound status . ","['watching', 'world', 'smiled', 'laughed', 'seeming', 'perfectly', 'delighted', 'husband', 'newfound', 'status']",watching world smiled laughed seeming perfectly delighted husband newfound status
happiness,"` He did n't seem too delighted to see you , "" said Betty . ","['seem', 'delighted', 'see', 'said', 'betty']",seem delighted see said betty
happiness,Advertisers said they were delighted to see many of their proposals reflected in the Government 's approach . ,"['advertiser', 'said', 'delighted', 'see', 'many', 'proposal', 'reflected', 'government', 'approach']",advertiser said delighted see many proposal reflected government approach
happiness,"Whether or not the Palace actually arranged for the drawing to be removed , there can be little doubt that they were delighted to be rid of it . ","['whether', 'palace', 'actually', 'arranged', 'drawing', 'removed', 'little', 'doubt', 'delighted', 'rid']",whether palace actually arranged drawing removed little doubt delighted rid
happiness,` I am delighted that you are so cheerful and optimistic . ,"['delighted', 'cheerful', 'optimistic']",delighted cheerful optimistic
happiness,"On the other hand , she suspected that Fowler-Thrown would be delighted to have a private view of Newley 's collection . ","['hand', 'suspected', 'fowlerthrown', 'would', 'delighted', 'private', 'view', 'newley', 'collection']",hand suspected fowlerthrown would delighted private view newley collection
happiness,"Obviously , staff will be delighted that the appointment of a new Director has been made and sad that Tom has gone but it is the proposed reorganisation which will occupy the minds of most staff . ","['obviously', 'staff', 'delighted', 'appointment', 'new', 'director', 'made', 'sad', 'tom', 'gone', 'proposed', 'reorganisation', 'occupy', 'mind', 'staff']",obviously staff delighted appointment new director made sad tom gone proposed reorganisation occupy mind staff
happiness,"I was delighted to see the photograph of the staff from Department One , published in the January/February issue of Wimpey News . ","['delighted', 'see', 'photograph', 'staff', 'department', 'one', 'published', 'januaryfebruary', 'issue', 'wimpey', 'news']",delighted see photograph staff department one published januaryfebruary issue wimpey news
happiness,They were delighted with the turnout of spectators and the general organisations by local authorities . ,"['delighted', 'turnout', 'spectator', 'general', 'organisation', 'local', 'authority']",delighted turnout spectator general organisation local authority
happiness,"` We are delighted to help the museum extend its collection , "" said Mr Watson . ","['delighted', 'help', 'museum', 'extend', 'collection', 'said', 'watson']",delighted help museum extend collection said watson
happiness,"Not having entered art competitions before , I 'm delighted to have reached the finals . ","['entered', 'art', 'competition', 'delighted', 'reached', 'final']",entered art competition delighted reached final
happiness,I 'm delighted to learn that his advice has been sought in the present enterprise . ,"['delighted', 'learn', 'advice', 'sought', 'present', 'enterprise']",delighted learn advice sought present enterprise
happiness,"We act cool , like we 're not delighted to meet up again , then we sit round the kitchen table and talk . ","['act', 'cool', 'like', 'delighted', 'meet', 'sit', 'round', 'kitchen', 'table', 'talk']",act cool like delighted meet sit round kitchen table talk
happiness,"My Lord Mayor , I 'm delighted to have this opportunity to debate the Government 's health reforms again . ","['lord', 'mayor', 'delighted', 'opportunity', 'debate', 'government', 'health', 'reform']",lord mayor delighted opportunity debate government health reform
happiness,"Delighted to be taken for another ride in another car , the little boy chuckled . ","['delighted', 'taken', 'another', 'ride', 'another', 'car', 'little', 'boy', 'chuckled']",delighted taken another ride another car little boy chuckled
